noun,zipf,tier,senses,lexfile,register,domain,in_wn30,also_proper_noun,recommended,excluded_because,definition
caipiblack,0.0,OBSCURE,1,noun.food,GENERAL,,False,False,False,obscure,a variation of the Caipirinha made with black vodka instead of cachaça.
calaba,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,West Indian tree having racemes of fragrant white flowers and yielding a durable timber and resinous juice
calabura,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,a fast-growing tropical American evergreen having white flowers and fleshy edible fruit; a bark yields a silky fiber used in cordage and wood is valuable for staves
caladenia,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of various orchids of the genus Caladenia
callosectomy,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,severing the corpus callosum so that communication between the cerebral hemispheres is interrupted (in cases of severe intractable epilepsy)
calosoma,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,any beetle of the genus Calosoma
camash,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of several plants of the genus Camassia; North and South America
camosh,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of several plants of the genus Camassia; North and South America
campeachy,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,spiny shrub or small tree of Central America and West Indies having bipinnate leaves and racemes of small bright yellow flowers and yielding a hard brown or brownish-red heartwood used in preparing a black dye
canafistola,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,deciduous or semi-evergreen tree having scented sepia to yellow flowers in drooping racemes and pods whose pulp is used medicinally; tropical Asia and Central and South America and Australia
candyweed,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,bog plant of pine barrens of southeastern United States having spikes of irregular yellow-orange flowers
cannulisation,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,the insertion of a cannula or tube into a hollow body organ
canulisation,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,the insertion of a cannula or tube into a hollow body organ
canulization,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,the insertion of a cannula or tube into a hollow body organ
caracolito,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,large Costa Rican tree having light-colored wood suitable for cabinetry; similar to the African lepidobotrys in wood structure as well as in fruit and flowers and leaves and seeds; often classified in other families
carpenteria,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,California evergreen shrub having glossy opposite leaves and terminal clusters of a few fragrant white flowers
casquet,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a light open casque without a visor or beaver
catananche,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of several plants of the genus Catananche having long-stalked heads of blue or yellow flowers
cataphatism,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,"the religious belief that God has given enough clues to be known to humans positively and affirmatively (e.g., God created Adam ‘in his own image’)"
catathymia,0.0,OBSCURE,1,noun.state,GENERAL,,False,False,False,obscure,A state in which mental processes are under the control of the emotions.
categoreme,0.0,OBSCURE,1,noun.communication,GENERAL,,True,False,False,obscure,a categorematic expression; a term capable of standing alone as the subject or predicate of a logical proposition
cattleship,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a cargo ship for the transport of livestock
celioma,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,an abdominal tumor
centas,0.0,OBSCURE,1,noun.quantity,GENERAL,,True,False,False,obscure,100 centas equal 1 litas in Lithuania
cephalaspid,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,extinct jawless fish of the Devonian with armored head
ceratodus,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,extinct lungfish
ceratosaurus,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,primitive medium-sized theropod; swift-running bipedal carnivorous dinosaur having grasping hands with sharp claws and a short horn between the nostrils; Jurassic in North America
ceratozamia,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,a small cycad of the genus Ceratozamia having a short scaly woody trunk and fernlike foliage and woody cones; Mexico
cetchup,0.0,OBSCURE,1,noun.food,GENERAL,,True,False,False,obscure,thick spicy sauce made from tomatoes
chaenactis,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of several United States plants having long stalks of funnel-shaped white or yellow flowers
chalcidfly,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,any of various tiny insects whose larvae are parasites on eggs and larvae of other insects; many are beneficial in destroying injurious insects
chamarre,0.0,OBSCURE,1,noun.artifact,GENERAL,,False,False,False,obscure,"a fur-lined coat decorated with braid, worn in the sixteenth century."
chanar,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,thorny shrub or small tree common in central Argentina having small orange or yellow flowers followed by edible berries
chargewoman,0.0,OBSCURE,1,noun.person,GENERAL,,False,False,False,obscure,a female workman employed to blast with explosives
chebab,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,a Palestinian juvenile 10-15 years old who fights against the Israelis
cheeseflower,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,erect or decumbent Old World perennial with axillary clusters of rosy-purple flowers; introduced in United States
chemosorption,0.0,OBSCURE,1,noun.process,GENERAL,,True,False,False,obscure,adsorption (especially when irreversible) by means of chemical instead of physical forces
chenfish,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,small silvery marine food fish found off California
cherimolla,0.0,OBSCURE,1,noun.food,GENERAL,,True,False,False,obscure,large tropical fruit with leathery skin and soft pulp; related to custard apples
chichipe,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,tall treelike Mexican cactus with edible red fruit
chickeree,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,far western United States counterpart of the red squirrel
chiggerflower,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,erect perennial of eastern and southern United States having showy orange flowers
chiocciole,0.0,OBSCURE,1,noun.food,GENERAL,,False,False,False,obscure,a type of pasta that is elbow-shaped.
chittimwood,0.0,OBSCURE,2,noun.plant,BIO,,True,False,False,obscure,shrubby tree of the Pacific coast of the United States; yields cascara sagrada
chlorobenzylidenemalononitrile,0.0,OBSCURE,1,noun.substance,GENERAL,,True,False,False,obscure,a tear gas that is stronger than CN gas but wears off faster; can be deployed by grenades or cluster bombs; can cause skin burns and fatal pulmonary edema
chopsteak,0.0,OBSCURE,1,noun.food,GENERAL,,True,False,False,obscure,a patty of ground cooked beef
chordomesoderm,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,the area of mesoderm that forms the notochord
christella,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of several tropical ferns of the genus Christella having thin brittle fronds
chutzpanik,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,(Yiddish) a person characterized by chutzpa
ciderpress,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a press that is used to extract the juice from apples
clangoring,0.0,OBSCURE,1,noun.event,GENERAL,,True,False,False,obscure,a loud resonant repeating noise
clinocephalism,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,a congenital defect in which the top of the head is depressed (concave instead of convex)
clothespress,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a closet where clothes are stored
coalwoman,0.0,OBSCURE,1,noun.person,GENERAL,,False,False,False,obscure,a woman who delivers coal
coldcream,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a cream used cosmetically (mostly by women) for softening and cleaning the skin
coloradillo,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,handsome shrub with showy orange to scarlet or crimson flowers; Florida and West Indies to Mexico and Brazil
colpocystitis,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,inflammation of the vagina and bladder
colpocystocele,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,hernia in which the urinary bladder protrudes through the wall of the vagina; sometimes occurs after childbirth
colpoxerosis,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,a condition in which the vagina is unusually dry
columnea,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,tropical plant having thick hairy somewhat toothed leaves and solitary or clustered yellow to scarlet flowers; many cultivated for their flowers and ornamental foliage
commelina,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any plant of the genus Commelina
compsognathus,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,very small bipedal carnivorous dinosaur of the late Jurassic in Bavaria
conchfish,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,found in West Indies; lives in mantle cavity of a living conch
conessi,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,tropical Asian tree with hard white wood and bark formerly used as a remedy for dysentery and diarrhea
congenator,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,an animal or plant that bears a relationship to another (as related by common descent or by membership in the same genus)
conservativist,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,a person who is reluctant to accept changes and new ideas
consuetudinal,0.0,OBSCURE,1,noun.communication,GENERAL,,True,False,False,obscure,a manual describing the customs of a particular group (especially the ceremonial practices of a monastic order)
convictfish,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,greenling with whitish body marked with black bands
coolwart,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,stoloniferous white-flowered spring-blooming woodland plant
corakan,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,"East Indian cereal grass whose seed yield a somewhat bitter flour, a staple in the Orient"
corditis,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,"inflammation of the spermatic cord, accompanied by pain in the testis, generally caused by an infection originating in the urethra or by a tumor, hydrocele, or varicocele"
cornsmut,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,a smut fungus attacking Indian corn
corundom,0.0,OBSCURE,1,noun.substance,GENERAL,,True,False,False,obscure,very hard mineral used as an abrasive
coryphantha,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,a cactus of the genus Coryphantha
corythosaur,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,duck-billed dinosaur with nasal passages that expand into a crest like a hollow helmet
corythosaurus,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,duck-billed dinosaur with nasal passages that expand into a crest like a hollow helmet
cosec,0.0,OBSCURE,1,noun.relation,GENERAL,,True,False,False,obscure,ratio of the hypotenuse to the opposite side of a right-angled triangle
cosmea,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of various mostly Mexican herbs of the genus Cosmos having radiate heads of variously colored flowers and pinnate leaves; popular fall-blooming annuals
cosmopolitanity,0.0,OBSCURE,1,noun.attribute,GENERAL,,False,False,False,obscure,a state or quality of being cosmopolitan
costia,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,a flagellate that is the cause of the frequently fatal fish disease costiasis
costiasis,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,a fatal disease of freshwater fish caused by a flagellated protozoan invading the skin
costusroot,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,annual herb of the eastern Himalayas (Kashmir) having purple florets and a fragrant root that yields a volatile oil used in perfumery and for preserving furs
cotan,0.0,OBSCURE,1,noun.relation,GENERAL,,True,False,False,obscure,ratio of the adjacent to the opposite side of a right-angled triangle
cotilion,0.0,OBSCURE,2,noun.event,GENERAL,,True,False,False,obscure,a ball at which young ladies are presented to society
counterbombardment,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,bombardment intended to destroy or neutralize enemy weapons
counterreformation,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,a reformation intended to counter the results of a prior reformation
coyol,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,tropical American palm having edible nuts and yielding a useful fiber
crackswoman,0.0,OBSCURE,1,noun.person,GENERAL,,False,False,False,obscure,a female thief who breaks open safes to steal valuable contents
crinion,0.0,OBSCURE,1,noun.location,GENERAL,,True,False,False,obscure,point where the hairline meets the midpoint of the forehead
crotaphion,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,the tip of the greater wing of the sphenoid bone
crotonbug,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,small light-brown cockroach brought to United States from Europe; a common household pest
crottal,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of several lichens of the genus Parmelia from which reddish brown or purple dyes are made
cryaesthesia,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,hypersensitivity to cold
cryptocoryne,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any plant of the genus Cryptocoryne; evergreen perennials growing in fresh or brackish water; tropical Asia
