noun,start,end,length,name,definition,wikipedia
annals,a,s,6,False,reports of the work of a society or learned body etc,"Annals (Latin: annāles, from annus, ""year"") are a concise historical record in which events are arranged chronologically, year by year, although the term is also used loosely for any historical record."
annealing,a,g,9,False,hardening something by heat treatment,
annelid,a,d,7,False,worms with cylindrical bodies segmented both internally and externally,"The annelids  (Annelida , from Latin anellus, ""little ring""), also known as the segmented worms, are a large phylum, with over 22,000 extant species including ragworms, earthworms, and leeches."
annex,a,x,5,False,an addition that extends a main building,
annexa,a,a,6,False,accessory or adjoining anatomical parts or appendages to an organ (especially of the embryo),
annexation,a,n,10,False,incorporation by joining or uniting,"Annexation, in international law, is the forcible acquisition and assertion of legal title over one state's territory by another state, usually following military occupation of the territory."
annexe,a,e,6,False,an addition that extends a main building,
annihilation,a,n,12,False,destruction by annihilating something,"In particle physics, annihilation is the process that occurs when a subatomic particle collides with its respective antiparticle to produce other particles, such as an electron colliding with a positron to produce two photons."
annihilator,a,r,11,False,a total destroyer,
anniversary,a,y,11,False,the date on which an event occurred in some previous year (or the celebration of it),"An anniversary is the date on which an event took place or an institution was founded in a previous year, and may also refer to the commemoration or celebration of that event."
annon,a,n,5,False,sweet pulpy tropical fruit with thick scaly rind and shiny black seeds,Annon is an English surname.
annotating,a,g,10,False,the act of adding notes,
annotation,a,n,10,False,a comment or instruction (usually added),An annotation is extra information associated with a particular point in a document or other piece of information.
annotator,a,r,9,False,a commentator who writes notes to a text,
announcement,a,t,12,False,a formal public statement,
announcer,a,r,9,False,someone who proclaims a message publicly,An announcer is a voice artist who relays information to the audience of a broadcast media programme or live event.
annoyance,a,e,9,False,the psychological state of being irritated or annoyed,Annoyance is an unpleasant mental state that is characterized by irritation and distraction from one's conscious thinking.
annoyer,a,r,7,False,someone given to teasing (as by mocking or stirring curiosity),
annoying,a,g,8,False,the act of troubling or annoying someone,
annual,a,l,6,False,(botany) a plant that completes its entire life cycle within the space of a year,
annualry,a,y,8,False,the third finger (especially of the left hand),
annuitant,a,t,9,False,the recipient of an annuity,An annuitant is a person who is entitled to receive benefits from an annuity.
annuity,a,y,7,False,income from capital investment paid in a series of regular payments,"In investment, an annuity is a series of payments made at equal intervals."
annulet,a,t,7,False,(heraldry) a charge in the shape of a circle,
annulment,a,t,9,False,the state of being cancelled or annulled,Annulment is a legal procedure within secular and religious legal systems for declaring a marriage null and void.
annulus,a,s,7,False,a toroidal shape,
annum,a,m,5,False,(Latin) year,
annunciation,a,n,12,False,"a festival commemorating the announcement of the Incarnation by the angel Gabriel to the Virgin Mary; a quarter day in England, Wales, and Ireland","The Annunciation (from the Latin annuntiatio; Ancient Greek: Ο Ευαγγελισμός της Θεοτόκου; also referred to as the Annunciation to the Blessed Virgin Mary, the Annunciation of Our Lady, or the Annunciation of the Lord) is, according to the Gospel of Luke, the announcement by the archangel Gabriel to Mary that she would conceive and bear a son through a virgin birth and become the mother of Jesus Christ, the Christian Messiah and Son of God, marking the Incarnation."
annunciator,a,r,11,False,an indicator that announces which electrical circuit has been active (as on a telephone switchboard),
anoa,a,a,4,False,small buffalo of the Celebes having small straight horns,"Anoa, also known as dwarf buffalo and sapiutan, are two species of the genus Bubalus, placed within the subgenus Anoa and endemic to the island of Sulawesi in Indonesia: the mountain anoa (Bubalus quarlesi) and the lowland anoa (Bubalus depressicornis)."
anode,a,e,5,False,a positively charged electrode by which electrons leave an electrical device,An anode is an electrode of a polarized electrical device through which conventional current enters the device.
anodyne,a,e,7,False,a medicine used to relieve pain,An anodyne is a drug used to lessen pain through reducing the sensitivity of the brain or nervous system.
anoestrum,a,m,9,False,applies to nonhuman mammals: a state or interval of sexual inactivity between two periods of estrus,
anoestrus,a,s,9,False,applies to nonhuman mammals: a state or interval of sexual inactivity between two periods of estrus,
anointer,a,r,8,False,one who anoints as a religious ceremony,
anointing,a,g,9,False,the act of applying oil or an oily liquid,"Anointing is the ritual act of pouring aromatic oil over a person's head or entire body.By extension, the term is also applied to related acts of sprinkling, dousing, or smearing a person or object with any perfumed oil, milk, butter, or other fat."
anointment,a,t,10,False,the act of applying oil or an oily liquid,
anole,a,e,5,False,small arboreal tropical American insectivorous lizards with the ability to change skin color,
anomalist,a,t,9,False,someone who has a special interest in exceptional cases,
anomalops,a,s,9,False,fish having a luminous organ beneath eye; of warm waters of the western Pacific and Puerto Rico,
anomalopteryx,a,x,13,False,the smallest moa; slender moa about the size of a large turkey,
anomalousness,a,s,13,False,deviation from the normal or common order or form or rule,
anomaly,a,y,7,False,deviation from the normal or common order or form or rule,
anomia,a,a,6,False,inability to name objects or to recognize written or spoken names of objects,
anomie,a,e,6,False,personal state of isolation and anxiety resulting from a lack of social control and regulation,"In sociology, anomie () is a social condition defined by an uprooting or breakdown of any moral values, standards or guidance for individuals to follow."
anomy,a,y,5,False,personal state of isolation and anxiety resulting from a lack of social control and regulation,
anonym,a,m,6,False,a fictitious name used when the person performs a particular social role,
anonymity,a,y,9,False,the state of being anonymous,Anonymity describes situations where the acting person's identity is unknown.
anopheline,a,e,10,False,any mosquito of the genus Anopheles,
anopia,a,a,6,False,sightlessness (especially because of a structural defect in or the absence of an eye),
anorak,a,k,6,False,a kind of heavy jacket (`windcheater' is a British term),
anorchia,a,a,8,False,absence of one of both testes,
anorchidism,a,m,11,False,absence of one of both testes,
anorchism,a,m,9,False,absence of one of both testes,
anorectic,a,c,9,False,a person suffering from anorexia nervosa,"An anorectic or anorexic is a drug which reduces appetite, resulting in lower food consumption, leading to weight loss."
anorexia,a,a,8,False,a prolonged disorder of eating due to loss of appetite,
